Name,Team,Season,WAR,merce,upgrade,income,next_crese_not,fa_season,retire,ERA,ERA-,FIP-,A_PPF,PPF,Season_Adjusted_ERA,WHIP,IP,G,GS,1ERA,1IP,1R,1ER,1TBF,1AB,H1,2B1,3B1,HR1,BB1,IB1,HP1,SO1,NP1,WHIP1,AVG1,OBP1,OPS1,2ERA,2IP,2R,2ER,2TBF,2AB,H2,2B2,3B2,HR2,BB2,IB2,HP2,SO2,NP2,WHIP2,AVG2,OBP2,OPS2,3ERA,3IP,3R,3ER,3TBF,3AB,H3,2B3,3B3,HR3,BB3,IB3,HP3,SO3,NP3,WHIP3,AVG3,OBP3,OPS3,4ERA,4IP,4R,4ER,4TBF,4AB,H4,2B4,3B4,HR4,BB4,IB4,HP4,SO4,NP4,WHIP4,AVG4,OBP4,OPS4,5ERA,5IP,5R,5ER,5TBF,5AB,H5,2B5,3B5,HR5,BB5,IB5,HP5,SO5,NP5,WHIP5,AVG5,OBP5,OPS5,6ERA,6IP,6R,6ER,6TBF,6AB,H6,2B6,3B6,HR6,BB6,IB6,HP6,SO6,NP6,WHIP6,AVG6,OBP6,OPS6,7ERA,7IP,7R,7ER,7TBF,7AB,H7,2B7,3B7,HR7,BB7,IB7,HP7,SO7,NP7,WHIP7,AVG7,OBP7,OPS7,8ERA,8IP,8R,8ER,8TBF,8AB,H8,2B8,3B8,HR8,BB8,IB8,HP8,SO8,NP8,WHIP8,AVG8,OBP8,OPS8,9ERA,9IP,9R,9ER,9TBF,9AB,H9,2B9,3B9,HR9,BB9,IB9,HP9,SO9,NP9,WHIP9,AVG9,OBP9,OPS9
윌커슨,Lotte,24,6.81,1,0,60000,0,0,0,3.84,74.07,70.93,0.995191895,1.014,4.581854,1.21,196.67,32,32,5.06,32,18,18,137,126,35,4,0,6,8,0,0,34,519,1.34,0.278,0.314,0.766,3.38,32,14,12,134,130,36,4,0,2,3,0,0,22,518,1.22,0.277,0.293,0.647,3.09,32,13,11,125,121,29,7,1,2,2,0,1,24,483,0.97,0.24,0.256,0.62,5.06,32,18,18,138,136,42,5,2,4,2,0,0,36,530,1.38,0.309,0.319,0.782,4.6,31.33,17,16,134,126,38,9,0,2,6,0,1,23,510,1.4,0.302,0.338,0.759,2.49,21.67,7,6,87,83,17,4,0,2,3,0,0,16,324,0.92,0.205,0.23,0.555,2.19,12.33,3,3,49,47,12,4,0,0,2,0,0,10,196,1.14,0.255,0.286,0.626,0,2.33,0,0,9,7,1,0,0,0,1,0,0,0,29,0.86,0.143,0.25,0.393,0,1,0,0,3,3,0,0,0,0,0,0,0,2,15,0,0,0,0
반즈,Lotte,24,6.43,1,1,85000,48000,0,0,3.35,64.45,75.05,1.00603199,1.014,4.581854,1.23,150.67,25,25,1.8,25,5,5,100,93,22,3,2,0,4,0,1,34,409,1.04,0.237,0.27,0.582,2.19,24.67,8,6,103,93,17,2,0,2,9,0,1,34,401,1.05,0.183,0.262,0.531,4.5,24,12,12,103,89,24,4,2,2,9,0,2,22,388,1.38,0.27,0.347,0.774,4.56,23.67,12,12,95,87,22,3,0,7,7,0,0,19,355,1.23,0.253,0.309,0.838,1.64,22,4,4,88,79,18,1,0,2,8,0,1,24,327,1.18,0.228,0.307,0.623,4.58,19.67,11,10,85,79,23,1,0,4,6,0,0,24,314,1.47,0.291,0.341,0.797,5.59,9.67,6,6,41,37,11,1,0,1,2,0,0,13,165,1.34,0.297,0.333,0.738,4.5,2,1,1,10,8,3,2,0,0,1,0,0,2,42,2,0.375,0.4,1.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
박세웅,Lotte,24,4.06,0,0,150000,-15000,0,0,4.78,92.04,88.15,0.998310621,1.014,4.581854,1.41,173.33,30,30,5.7,30,19,19,139,120,34,5,0,2,16,0,3,16,554,1.67,0.283,0.381,0.756,4.2,30,14,14,127,118,35,11,0,1,7,0,0,28,485,1.4,0.297,0.333,0.748,2.7,30,11,9,123,117,29,3,0,2,4,0,1,18,447,1.1,0.248,0.279,0.604,3.68,29.33,16,12,122,108,26,5,0,3,9,0,2,23,482,1.19,0.241,0.303,0.673,8.03,24.67,23,22,123,105,35,5,0,2,12,0,4,22,494,1.91,0.333,0.418,0.856,5.49,19.67,13,12,86,81,24,3,0,3,4,0,1,11,325,1.42,0.296,0.337,0.781,4.91,7.33,7,4,32,28,5,1,0,0,4,0,0,2,112,1.23,0.179,0.281,0.495,0,2.33,0,0,7,7,0,0,0,0,0,0,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
김민우,Hanwha,22,3.36,0,1,19100,3700,0,0,4.36,107.54,113.64,0.986518528,0.953,3.694222,1.39,163,29,29,3.72,29,12,12,129,108,25,8,0,1,18,1,0,18,544,1.48,0.231,0.336,0.669,4.03,29,15,13,131,117,29,5,0,4,12,0,1,23,478,1.41,0.248,0.323,0.716,4.66,29,16,15,131,114,28,7,1,3,16,2,1,18,501,1.52,0.246,0.344,0.748,3.62,27.33,11,11,110,90,18,3,0,2,12,0,4,21,434,1.1,0.2,0.318,0.618,5.47,26.33,16,16,120,96,25,7,0,3,16,2,2,26,465,1.56,0.26,0.374,0.801,5.87,15.33,10,10,67,59,15,8,0,3,7,2,0,19,248,1.43,0.254,0.333,0.875,3.6,5,2,2,19,16,3,2,0,0,3,1,0,4,77,1.2,0.188,0.316,0.629,0,1,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,2,12,0,0,0,0
페냐,Hanwha,22,1.52,1,1,40000,15000,0,0,3.72,91.82,83.46,0.974286094,0.953,3.694222,1.37,67.67,13,13,0.69,13,3,1,52,47,8,1,1,0,4,0,1,19,216,0.92,0.17,0.25,0.484,6.92,13,10,10,60,49,15,3,0,1,7,0,2,15,238,1.69,0.306,0.414,0.843,1.42,12.67,3,2,53,47,9,0,0,1,4,0,0,10,204,1.03,0.191,0.25,0.505,4.38,12.33,8,6,56,48,13,1,1,2,8,0,0,10,238,1.7,0.271,0.375,0.833,8.1,10,9,9,48,42,15,5,0,0,6,0,0,10,202,2.1,0.357,0.438,0.914,0,5.67,0,0,19,17,1,0,0,0,1,0,1,7,91,0.35,0.059,0.158,0.217,0,0.67,0,0,4,4,2,0,0,0,0,0,0,0,19,3,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
라미레즈,Hanwha,22,1.33,1,0,27500,0,0,0,4.13,101.89,118.39,0.973901577,0.953,3.694222,1.36,65.33,13,13,4.85,13,7,7,56,48,9,1,0,1,7,0,1,9,219,1.23,0.188,0.304,0.575,1.38,13,5,2,50,43,6,1,0,0,6,0,1,7,212,0.92,0.14,0.26,0.423,4.38,12.33,6,6,52,45,11,0,0,1,5,0,1,7,208,1.3,0.244,0.333,0.644,9,11,11,11,57,41,13,1,0,1,12,0,2,8,243,2.27,0.317,0.482,0.897,3,9,3,3,37,32,6,1,0,1,3,0,1,10,158,1,0.188,0.278,0.591,1.5,6,1,1,29,24,6,2,0,0,4,0,1,6,110,1.67,0.25,0.379,0.712,0,1,0,0,4,4,1,0,0,0,0,0,0,0,14,1,0.25,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
페냐,Hanwha,23,4.28,1,1,55000,10000,0,0,3.6,86.63,97.67,0.970956916,0.987,3.862461,1.37,177.33,32,32,2.53,32,9,9,130,118,23,6,1,2,10,0,2,27,510,1.03,0.195,0.269,0.583,1.69,32,6,6,123,112,19,4,0,4,8,0,2,31,463,0.84,0.17,0.238,0.551,3.94,32,16,14,131,122,30,4,0,3,5,0,2,28,515,1.09,0.246,0.287,0.639,5.93,30.33,23,20,141,120,29,7,1,1,15,0,5,28,519,1.45,0.242,0.35,0.692,4.1,26.33,13,12,112,93,25,5,2,0,9,1,3,20,404,1.29,0.269,0.346,0.712,2.79,19.33,9,6,85,74,17,1,1,1,8,0,2,11,346,1.29,0.23,0.321,0.632,8.44,5.33,7,5,30,24,6,1,0,3,4,0,2,3,134,1.88,0.25,0.4,1.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
문동주,Hanwha,23,3.08,0,1,3300,6700,0,0,3.72,89.35,87.78,0.98200632,0.987,3.862461,1.31,118.67,23,23,3.13,23,8,8,92,85,21,2,0,1,5,0,1,20,391,1.13,0.247,0.293,0.599,3.13,23,10,8,94,89,23,8,0,1,4,0,0,12,349,1.17,0.258,0.29,0.672,6.55,22,16,16,99,85,20,7,0,1,12,0,2,25,436,1.45,0.235,0.343,0.696,2.57,21,6,6,86,77,18,0,0,2,7,0,1,17,346,1.19,0.234,0.306,0.618,3.31,16.33,7,6,74,67,19,1,1,1,7,0,0,10,299,1.59,0.284,0.351,0.724,4,9,4,4,42,36,10,1,1,0,6,0,0,8,172,1.78,0.278,0.381,0.742,0,3,0,0,9,9,0,0,0,0,0,0,0,3,35,0,0,0,0,6.75,1.33,1,1,7,6,2,1,0,0,1,0,0,0,39,2.25,0.333,0.429,0.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
산체스,Hanwha,23,2.59,1,1,40000,10000,0,0,3.79,91.01,94.36,0.990778492,0.987,3.862461,1.3,126,24,24,4.88,24,13,13,103,97,28,3,0,3,4,0,2,16,404,1.33,0.289,0.33,0.742,2.63,24,10,7,96,91,23,8,0,1,5,0,0,19,361,1.17,0.253,0.292,0.666,3.75,24,14,10,106,97,28,4,0,1,6,0,0,16,454,1.42,0.289,0.327,0.688,3.27,22,10,8,93,85,21,3,0,3,5,0,1,17,350,1.18,0.247,0.293,0.681,5.12,19.33,11,11,87,78,23,3,0,4,4,1,3,21,346,1.4,0.295,0.349,0.836,0.96,9.33,1,1,39,35,8,1,0,0,3,1,0,7,141,1.18,0.229,0.289,0.546,11.57,2.33,3,3,12,11,4,1,0,1,1,0,0,1,43,2.14,0.364,0.417,1.144,0,1,0,0,4,4,1,0,0,0,0,0,0,2,26,1,0.25,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
김민우,Hanwha,23,-0.28,0,0,22800,-6100,0,0,7.14,167.52,119.02,0.992422489,0.987,3.862461,1.8,51.67,12,12,1.5,12,3,2,49,43,9,3,0,0,5,0,0,12,200,1.17,0.209,0.292,0.571,6.55,11,9,8,50,42,10,1,0,0,7,0,1,12,210,1.55,0.238,0.36,0.622,13.09,11,18,16,60,47,20,3,0,3,9,0,1,8,242,2.64,0.426,0.508,1.189,6.48,8.1,6,6,39,36,12,5,1,1,3,0,0,7,141,1.8,0.333,0.385,0.996,7.71,7,6,6,34,30,9,3,0,1,3,0,0,4,123,1.71,0.3,0.364,0.864,11.57,2.33,3,3,13,12,5,1,1,1,1,0,0,2,52,2.57,0.417,0.462,1.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
류현진,Hanwha,24,4.44,0,1,250000,-50000,1,0,3.87,78.2,75.54,0.982230721,0.978,4.581854,1.36,158.33,28,28,3.21,28,11,10,113,107,29,1,0,1,5,0,0,19,415,1.21,0.271,0.304,0.612,1.29,28,5,4,111,104,23,6,0,0,6,0,1,22,444,1.04,0.221,0.27,0.549,1.93,28,6,6,111,102,22,1,0,1,8,0,1,21,432,1.07,0.216,0.279,0.534,5.06,26.67,20,15,124,116,37,5,0,7,6,0,0,27,484,1.61,0.319,0.35,0.893,9.59,25.33,30,27,128,119,46,8,1,2,7,0,0,26,479,2.09,0.387,0.417,0.938,2.25,16,4,4,63,61,15,0,0,0,0,0,1,12,230,0.94,0.246,0.254,0.5,3.38,5.33,2,2,25,22,9,1,0,1,1,0,0,6,98,1.88,0.409,0.417,1.008,0,1,0,0,4,4,1,0,0,0,0,0,0,2,17,1,0.25,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
와이스,Hanwha,24,2.92,1,1,4800,79200,0,0,3.73,75.48,74.98,0.99142173,0.978,4.581854,1.16,91.67,16,16,2.81,16,6,5,72,66,20,1,1,1,4,0,2,15,248,1.5,0.303,0.361,0.755,2.4,15,4,4,57,51,7,4,0,1,5,0,0,13,213,0.8,0.137,0.214,0.489,3,15,5,5,56,51,8,3,0,0,4,0,1,15,202,0.8,0.157,0.232,0.448,6.14,14.67,12,10,63,56,14,1,2,2,5,0,0,17,253,1.3,0.25,0.306,0.752,4.61,13.67,8,7,63,56,14,2,0,3,6,0,0,15,237,1.46,0.25,0.317,0.763,1.5,12,3,2,44,41,6,2,2,0,1,0,0,13,183,0.58,0.146,0.163,0.456,7.71,4.67,4,4,24,20,5,0,0,0,4,0,0,9,104,1.93,0.25,0.375,0.625,13.5,0.67,1,1,5,5,3,0,0,1,0,0,0,1,23,4.5,0.6,0.6,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
문동주,Hanwha,24,1.77,0,0,10000,0,0,0,5.17,104.67,96.82,0.987612683,0.978,4.581854,1.67,111.33,21,21,9.86,21,24,23,109,97,39,4,1,7,8,0,3,16,418,2.24,0.402,0.459,1.139,1.71,21,5,4,82,77,18,4,1,2,5,0,0,21,324,1.1,0.234,0.28,0.67,6,21,16,14,95,85,30,6,0,2,7,0,1,17,358,1.76,0.353,0.409,0.903,3.66,19.67,10,8,88,78,26,6,0,1,7,0,0,13,330,1.68,0.333,0.384,0.833,4.58,17.67,10,9,82,74,24,2,1,1,8,1,0,16,298,1.81,0.324,0.39,0.809,3,9,3,3,36,33,7,2,0,1,2,0,0,11,136,1,0.212,0.257,0.621,13.5,2,3,3,10,9,4,1,0,0,1,0,0,2,35,2.5,0.444,0.5,1.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
루친스키,NC,22,5.69,1,1,160000,240000,0,0,2.97,71.97,67.67,1.024110704,1.057,3.694222,1.13,193.67,31,31,3.19,31,14,11,135,128,37,7,0,3,2,0,2,28,489,1.26,0.289,0.308,0.722,2.61,31,11,9,132,123,36,9,0,1,4,0,1,34,463,1.29,0.293,0.315,0.705,3.48,31,15,12,133,129,42,7,0,4,3,0,0,28,462,1.45,0.326,0.338,0.811,2.93,30.67,12,10,114,101,16,5,0,3,9,0,0,31,454,0.82,0.158,0.227,0.524,3.77,28.67,13,12,116,108,23,1,2,2,6,0,2,28,445,1.01,0.213,0.267,0.582,1.38,26,5,4,102,91,16,3,0,0,6,0,2,28,404,0.85,0.176,0.242,0.451,2.63,13.67,4,4,56,52,12,2,0,0,3,1,0,17,229,1.1,0.231,0.273,0.542,10.8,1.67,2,2,9,7,2,0,0,1,1,0,1,0,28,1.8,0.286,0.444,1.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
구창모,NC,22,4.79,0,1,19000,41000,1,0,2.1,50.71,73.28,1.023076744,1.057,3.694222,1.08,111.67,19,19,1.89,19,5,4,76,68,16,2,0,0,7,0,0,15,307,1.21,0.235,0.303,0.568,0.95,19,5,2,82,76,19,5,0,1,4,0,1,28,324,1.21,0.25,0.296,0.651,1.89,19,5,4,70,64,11,3,0,2,5,0,0,14,254,0.84,0.172,0.232,0.545,0.47,19,1,1,74,68,12,2,0,0,4,0,1,21,296,0.84,0.176,0.233,0.439,3.32,19,7,7,76,69,17,1,0,2,3,0,2,13,269,1.05,0.246,0.297,0.645,4.73,13.33,7,7,59,53,14,2,0,2,5,0,0,14,248,1.43,0.264,0.328,0.743,2.7,3.33,1,1,14,13,3,1,0,0,1,0,0,3,58,1.2,0.231,0.286,0.594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
페디,NC,23,8.47,1,1,80000,670000,0,0,2,47.99,53.28,0.98914357,0.997,3.862461,0.95,180.33,30,30,2.1,30,7,7,113,106,18,4,0,1,4,0,2,40,485,0.73,0.17,0.212,0.448,1.5,30,7,5,117,110,23,2,0,1,5,0,1,36,473,0.93,0.209,0.25,0.505,2.7,30,10,9,127,117,30,3,0,1,8,0,0,29,498,1.27,0.256,0.304,0.612,2.48,29,8,8,117,110,26,4,0,3,7,0,0,34,482,1.14,0.236,0.282,0.637,0.96,28,6,3,110,101,21,1,0,0,5,0,0,34,455,0.93,0.208,0.241,0.459,1.23,22,3,3,80,75,11,1,0,2,5,0,0,22,333,0.73,0.147,0.2,0.44,4,9,4,4,33,31,4,0,0,1,1,0,1,11,136,0.56,0.129,0.182,0.408,0,2,0,0,8,8,2,0,0,0,0,0,0,3,33,1,0.25,0.25,0.5,27,0.33,1,1,3,3,2,1,0,0,0,0,0,0,9,6,0.667,0.667,1.667
하트,NC,24,6.93,1,1,50000,100000,0,0,2.69,55.74,65.23,0.975677516,0.97,4.581854,1.03,157,26,26,0,26,0,0,95,87,13,2,0,0,7,0,1,29,392,0.77,0.149,0.221,0.393,3.81,26,12,11,112,101,26,2,1,1,8,0,3,34,428,1.31,0.257,0.33,0.657,2.42,26,8,7,97,91,16,1,0,1,4,0,2,29,377,0.77,0.176,0.227,0.447,2.88,25,8,8,99,94,22,1,0,2,4,0,1,22,333,1.04,0.234,0.273,0.582,3.96,25,12,11,105,95,22,4,0,3,6,0,1,27,404,1.12,0.232,0.282,0.65,4.26,19,9,9,84,74,18,2,0,4,6,0,3,23,344,1.26,0.243,0.325,0.757,0.9,10,2,1,40,37,7,4,0,0,3,0,0,19,193,1,0.189,0.25,0.547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
카스타노,NC,24,2.26,1,0,52000,0,0,0,4.35,90.05,89.72,0.981199069,0.97,4.581854,1.27,111.67,19,19,6.63,19,15,14,85,76,25,5,0,1,6,0,2,14,327,1.63,0.329,0.388,0.822,2.37,19,7,5,76,69,15,4,1,1,4,0,2,21,308,1,0.217,0.28,0.628,1.42,19,4,3,78,72,16,5,0,2,5,0,0,14,282,1.11,0.222,0.273,0.648,1.89,19,6,4,74,70,15,2,1,1,2,0,0,16,297,0.89,0.214,0.233,0.547,9.92,16.33,19,18,78,69,25,0,2,2,3,0,3,11,254,1.71,0.362,0.403,0.91,4.85,13,8,7,57,53,15,6,0,1,3,0,0,10,203,1.38,0.283,0.316,0.769,3.38,5.33,5,2,24,22,5,1,0,2,2,0,0,3,97,1.31,0.227,0.292,0.837,9,1,1,1,4,4,1,0,0,1,0,0,0,0,15,1,0.25,0.25,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
이재학,NC,24,1.45,0,0,20000,-2000,0,0,5.52,114.22,108.93,0.965976229,0.97,4.581854,1.44,104.33,21,21,5.57,21,14,13,95,83,22,5,2,5,9,0,1,19,403,1.48,0.265,0.344,0.898,3.86,21,11,9,86,77,16,6,1,2,6,0,0,22,341,1.05,0.208,0.259,0.649,5.68,19,12,12,79,68,14,4,0,3,9,0,1,25,339,1.21,0.206,0.308,0.705,4.91,18.33,10,10,77,68,19,4,0,3,7,0,0,16,300,1.42,0.279,0.347,0.818,10.05,14.33,17,16,83,69,27,4,0,3,10,0,2,8,281,2.58,0.391,0.481,1.061,3.38,8,3,3,30,30,6,3,0,0,0,0,0,5,100,0.75,0.2,0.2,0.5,3.38,2.67,1,1,12,11,4,1,0,1,1,0,0,2,50,1.88,0.364,0.417,1.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
안우진,Kiwom,22,8.64,0,1,15000,20000,0,0,2.11,53.25,52.62,0.966226582,0.943,3.694222,0.95,196,30,30,0,30,0,0,98,95,9,2,0,0,3,0,0,30,358,0.4,0.095,0.122,0.238,2.1,30,8,7,119,104,19,6,0,0,11,0,2,33,458,1,0.183,0.271,0.511,4.8,30,16,16,135,112,26,10,0,1,18,0,0,35,548,1.47,0.232,0.331,0.679,2.1,30,7,7,117,111,26,3,1,3,4,0,2,24,440,1,0.234,0.274,0.634,1.5,30,7,5,118,109,18,7,2,0,9,0,0,40,508,0.9,0.165,0.229,0.495,2.73,26.33,8,8,100,94,17,5,1,0,6,0,0,37,403,0.87,0.181,0.23,0.485,1.2,15,4,2,57,53,10,3,0,0,2,0,0,22,205,0.8,0.189,0.218,0.463,2.25,4,1,1,22,20,6,0,0,0,2,1,0,4,82,2,0.3,0.364,0.664,0,0.33,0,0,1,1,0,0,0,0,0,0,0,1,4,0,0,0,0
요키시,Kiwom,22,6.47,1,1,90000,30000,0,0,2.57,64.88,72,0.962747801,0.943,3.694222,1.09,185.33,30,30,3,30,11,10,125,115,31,8,0,0,6,0,2,21,485,1.23,0.27,0.317,0.656,2.1,30,7,7,121,113,28,2,2,0,6,0,0,27,485,1.13,0.248,0.286,0.587,1.21,29.67,7,4,109,101,20,4,1,1,4,0,0,28,428,0.81,0.198,0.229,0.516,2.7,30,11,9,121,114,29,5,0,2,3,0,2,23,458,1.07,0.254,0.286,0.637,2.79,29,11,9,120,114,27,6,0,0,4,0,1,28,463,1.07,0.237,0.269,0.558,2.28,23.67,6,6,96,89,23,4,0,2,5,0,0,19,376,1.18,0.258,0.295,0.666,5.91,10.67,7,7,45,41,10,2,0,3,4,0,0,8,178,1.31,0.244,0.311,0.823,0,1.67,0,0,7,6,1,0,0,0,1,0,0,0,33,1.2,0.167,0.286,0.453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
정찬헌,Kiwom,22,0.58,0,0,28000,-18000,1,0,5.36,135.09,140.16,0.979187679,0.943,3.694222,1.53,87.33,20,20,3.6,20,9,8,85,77,24,3,0,2,5,0,1,7,307,1.45,0.312,0.353,0.782,5.4,20,12,12,91,83,26,5,0,2,6,0,0,10,332,1.6,0.313,0.356,0.802,5.09,17.67,11,10,84,75,23,5,0,4,6,1,3,8,293,1.64,0.307,0.381,0.914,8.1,13.33,13,12,63,56,17,5,0,2,5,1,1,11,240,1.65,0.304,0.365,0.865,4.5,10,5,5,38,36,8,1,0,3,1,0,1,5,121,0.9,0.222,0.263,0.763,7.11,6.33,5,5,28,24,8,2,0,0,4,0,0,1,97,1.89,0.333,0.429,0.846,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,99.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
안우진,Kiwom,23,6.61,0,0,35000,0,0,0,2.39,58.79,57.22,1.005519679,0.969,3.862461,1.06,150.67,24,24,1.88,24,5,5,96,90,20,4,0,0,4,0,0,28,370,1,0.222,0.25,0.517,1.88,24,7,5,104,89,19,4,0,1,13,0,0,31,412,1.33,0.213,0.308,0.6,2.63,24,7,7,92,88,17,3,0,1,4,0,0,25,361,0.88,0.193,0.228,0.489,1.5,24,4,4,95,85,17,3,0,0,7,0,1,27,386,1,0.2,0.266,0.501,1.13,24,3,3,92,87,17,6,0,0,3,0,0,24,341,0.83,0.195,0.222,0.486,2.7,20,8,6,77,75,16,3,0,2,2,0,0,18,280,0.9,0.213,0.234,0.567,9.72,8.33,9,9,41,34,12,1,1,1,4,1,0,7,152,1.92,0.353,0.41,0.939,3.86,2.33,1,1,11,10,3,1,0,0,1,0,0,4,40,1.71,0.3,0.364,0.764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
후라도,Kiwom,23,6.61,1,1,85000,35000,0,0,2.65,65.11,77.41,1.008966407,0.969,3.862461,1.12,183.67,30,30,3,30,14,10,133,119,28,3,0,0,10,0,2,26,483,1.27,0.235,0.301,0.562,1.5,30,6,5,118,104,18,1,0,1,10,0,2,27,466,0.93,0.173,0.256,0.468,1.8,30,8,6,122,117,29,3,0,1,4,0,1,22,467,1.1,0.248,0.279,0.578,2.1,30,8,7,120,110,23,4,0,0,7,0,2,27,408,1,0.209,0.269,0.514,3,30,11,10,130,118,32,4,0,2,6,0,1,19,460,1.27,0.271,0.305,0.661,4.03,22.33,10,10,93,89,21,1,0,3,3,0,1,17,354,1.07,0.236,0.269,0.617,5.4,8.33,5,5,35,33,11,3,0,0,0,0,0,8,118,1.32,0.333,0.314,0.738,3.86,2.33,1,1,8,8,1,0,0,0,0,0,0,1,26,0.43,0.125,0.125,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
최원태,Kiwom,23,3.33,0,1,35000,5000,0,0,4.3,106.74,93.2,0.982803914,0.969,3.862461,1.33,146.67,26,26,3.46,26,10,10,105,98,22,1,1,2,6,0,0,20,377,1.08,0.224,0.267,0.583,3.81,26,11,11,110,102,31,4,0,2,3,0,1,18,395,1.31,0.304,0.324,0.726,5.61,25.67,18,16,116,95,27,4,0,1,13,0,1,21,444,1.56,0.284,0.369,0.727,8.63,24,24,23,120,103,34,4,0,5,13,0,2,15,462,1.96,0.33,0.412,0.927,2.49,21.67,6,6,82,77,17,1,0,1,4,1,0,19,300,0.97,0.221,0.259,0.532,1.69,16,3,3,71,61,15,3,0,0,6,1,2,19,260,1.31,0.246,0.329,0.624,1.42,6.33,1,1,25,23,3,0,0,1,1,0,1,6,109,0.63,0.13,0.2,0.461,0,1,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
정찬헌,Kiwom,23,0.95,0,1,10000,10000,0,0,4.75,116.88,95.91,0.997430972,0.969,3.862461,1.17,72,14,14,5.79,14,9,9,59,54,14,5,0,0,4,0,0,9,231,1.29,0.259,0.305,0.657,8.36,14,14,13,66,59,18,2,1,1,3,0,1,5,227,1.5,0.305,0.333,0.757,4.5,14,7,7,59,56,16,2,1,1,2,0,0,5,209,1.29,0.286,0.31,0.721,5.11,12.33,8,7,50,48,14,1,1,2,1,0,1,8,183,1.22,0.292,0.32,0.799,2.08,8.67,2,2,28,25,2,0,0,0,1,0,0,4,108,0.35,0.08,0.111,0.191,0,8,0,0,30,27,6,2,0,0,2,1,0,4,93,1,0.222,0.276,0.572,0,1,0,0,4,4,1,0,0,0,0,0,0,1,15,1,0.25,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
요키시,Kiwom,23,0.83,1,0,120000,0,0,0,4.39,107.92,80.07,1.006203441,0.969,3.862461,1.46,65.67,12,12,10.5,12,14,14,61,58,25,5,0,0,2,0,1,9,226,2.25,0.431,0.459,0.976,2.25,12,6,3,58,50,16,3,1,0,7,0,0,10,232,1.92,0.32,0.397,0.817,3,12,6,4,51,46,14,0,0,1,3,0,1,5,191,1.42,0.304,0.353,0.723,3.27,11,4,4,41,39,10,1,0,1,0,0,0,9,168,0.91,0.256,0.25,0.609,2.53,10.67,3,3,42,41,10,3,0,0,0,0,1,9,160,0.94,0.244,0.262,0.579,4.5,6,3,3,26,24,6,2,0,0,2,1,0,6,96,1.33,0.25,0.308,0.641,4.5,2,1,1,7,7,1,0,0,1,0,0,0,3,27,0.5,0.143,0.143,0.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
